gvkey,datadate,fyearq,fqtr,fyr,indfmt,consol,popsrc,datafmt,tic,conm,curcdq,datacqtr,datafqtr,atq,ceqq,cheq,chq,cshoq,dlcq,dlttq,oiadpq,oibdpq,ppentq,rectq,rectrq,saleq,xrdq,xsgaq,exchg,costat,busdesc,city,naics,sic
001690,19791231,1980,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1979Q4,1980Q1,24.6360,12.3740,4.9680,,43.5750,,0.1970,5.1780,,1.1880,9.9200,,19.5400,,3.8170,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19800331,1980,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1980Q1,1980Q2,30.3530,15.7210,5.3610,,45.8380,,0.1880,5.5090,,1.5500,9.2920,,23.5500,,4.7730,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19800630,1980,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1980Q2,1980Q3,41.7070,19.7810,0.4150,,46.1580,,0.4270,5.4880,,2.4720,15.0690,,32.5690,,7.9980,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19800930,1980,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1980Q3,1980Q4,65.3500,25.9490,2.4740,,48.3970,0.2540,0.6700,7.4110,,4.7790,17.4410,,41.4670,,9.6230,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19801231,1981,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1980Q4,1981Q1,162.1220,131.0050,74.6880,,54.6220,,0.8000,14.9140,16.0630,9.2280,32.4840,,67.6210,,14.6900,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19810331,1981,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1981Q1,1981Q2,190.7390,147.0460,75.8860,,55.2370,,1.1790,14.8470,16.3900,10.2880,42.4250,,78.7650,,19.3180,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19810630,1981,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1981Q2,1981Q3,222.3470,164.0790,77.6380,,55.1360,1.1130,1.3900,20.2180,22.0820,15.7930,45.0120,,90.7190,,23.4140,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19810930,1981,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1981Q3,1981Q4,254.8380,177.3870,72.8340,,55.3090,0.9310,1.9090,16.1640,20.1980,22.3710,42.3300,,97.6780,,30.8570,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19811231,1982,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1981Q4,1982Q1,285.1860,192.2920,76.1570,,55.4210,,1.6880,23.2250,26.2850,27.8660,65.0430,,133.5530,,43.1790,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19820331,1982,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1982Q1,1982Q2,302.3890,217.2890,101.3130,,56.4880,,1.6800,23.4130,27.3070,31.6150,58.1220,,131.0190,,41.9030,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19820630,1982,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1982Q2,1982Q3,323.9610,234.5340,122.5210,,56.7430,,2.1310,25.0350,29.9910,33.4440,62.7340,,142.6810,,47.7490,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19820930,1982,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1982Q3,1982Q4,357.7870,257.0920,153.0560,,57.1230,1.1690,2.0520,30.5360,35.1820,34.4830,71.4780,,175.8080,,60.0200,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19821231,1983,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1982Q4,1983Q1,408.1570,289.7430,191.8650,,57.6480,,1.8030,41.0580,46.1500,35.7490,85.8000,,214.2930,,74.8270,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19830331,1983,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1983Q1,1983Q2,459.4570,325.7440,209.5380,,58.2950,,1.6170,42.4320,47.8020,40.5230,102.8120,,227.9820,,74.4840,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19830630,1983,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1983Q2,1983Q3,525.1920,360.7460,188.6310,,60.4410,,1.4600,43.5180,49.8900,51.8610,119.5950,,267.2840,,84.7920,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19830930,1983,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1983Q3,1983Q4,556.5790,377.9010,143.2840,,59.1980,,1.3080,2.6310,8.2370,67.0500,136.4200,,273.2100,,113.2620,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19831231,1984,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1983Q4,1984Q1,607.4810,386.1520,187.4850,,59.4100,,1.1580,5.4600,11.7850,75.2230,174.4970,,316.2280,,127.9400,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19840331,1984,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1984Q1,1984Q2,626.2970,401.4700,203.4440,,59.8470,,1.0140,12.8120,22.9490,74.1990,147.4860,,300.1020,,108.9620,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19840630,1984,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1984Q2,1984Q3,707.9520,424.3420,194.2860,,60.1170,,0.8740,26.8010,31.8420,72.3110,196.8040,,422.1430,,148.2490,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19840930,1984,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1984Q3,1984Q4,788.7850,464.5640,114.8880,,60.5350,,0.0000,46.3710,62.8310,75.8680,258.2370,,477.3990,,160.6910,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19841231,1985,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1984Q4,1985Q1,966.5500,514.0380,195.3890,,60.7240,,0.0000,87.0980,94.6480,86.9730,313.1950,,698.2960,,195.3960,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19850331,1985,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1985Q1,1985Q2,875.9590,539.5230,194.1670,,61.5170,,0.0000,15.6860,15.8620,100.5140,220.3110,,435.3440,,159.7300,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19850630,1985,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1985Q2,1985Q3,872.9820,523.6740,254.6080,,61.6200,,0.0000,2.2610,22.4200,100.7290,174.4970,,374.9290,,152.2050,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19850930,1985,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1985Q3,1985Q4,936.1760,550.4860,337.0120,,61.8500,0.0000,0.0000,34.6880,48.6440,90.4460,220.1570,,409.7090,,153.3510,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19851231,1986,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1985Q4,1986Q1,1022.0220,613.8390,441.5300,,62.2890,0.0000,0.0000,110.7570,123.8970,87.6160,260.2790,,533.8900,,160.1740,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19860331,1986,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1986Q1,1986Q2,1056.2980,665.1730,518.7620,,63.4110,0.0000,0.0000,56.0140,68.2940,88.4400,208.5280,,408.9430,,175.3460,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19860630,1986,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1986Q2,1986Q3,1115.4320,710.2110,568.0270,,63.9230,0.0000,0.0000,55.2410,68.0110,102.5040,233.0430,,448.2790,,180.7910,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19860930,1986,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1986Q3,1986Q4,1160.1270,694.0870,576.2140,,62.6280,0.0000,0.0000,51.5190,64.4040,107.3150,263.1260,,510.7860,,220.9440,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19861231,1987,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1986Q4,1987Q1,1274.9060,758.2570,631.2350,,62.7510,0.0000,0.0000,101.1950,118.4640,107.9490,334.9230,,662.2530,,241.7750,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19870331,1987,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1987Q1,1987Q2,1375.4650,834.9380,702.4350,,64.0180,0.0000,0.0000,56.0100,71.9080,115.7860,294.8340,,575.3270,,231.8340,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19870630,1987,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1987Q2,1987Q3,1388.6480,780.0280,623.9840,,125.6830,0.0000,0.0000,91.7880,108.2420,124.9330,304.0990,,637.0640,,235.4230,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19870930,1987,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1987Q3,1987Q4,1477.9310,836.4880,565.0940,,126.0880,0.0000,0.0000,122.4450,143.3400,130.4340,405.6370,,786.4240,,284.3780,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19871231,1988,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1987Q4,1988Q1,1622.9000,869.0160,655.3290,,124.1780,0.0000,0.0000,189.4360,208.9720,149.2350,429.8250,,1042.4420,,353.8100,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19880331,1988,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1988Q1,1988Q2,1627.9760,905.3030,611.1420,,123.8820,0.0000,0.0000,119.2050,137.1510,167.5310,436.0360,,867.1610,,332.0220,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19880630,1988,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1988Q2,1988Q3,1695.0180,914.5660,523.7880,,122.5910,0.0000,0.0000,137.4440,155.2990,183.4960,459.8800,,993.0510,,373.9230,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19880930,1988,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1988Q3,1988Q4,2082.0860,1003.4250,545.7170,,122.7680,127.8710,0.0000,174.2530,196.5930,207.3570,638.8160,,1168.7190,,400.4010,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19881231,1989,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1988Q4,1989Q1,2276.1470,1143.2960,609.3310,,123.1890,149.5860,0.0000,227.0990,253.1810,260.3690,656.9000,,1405.1370,99.1860,462.5020,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19890331,1989,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1989Q1,1989Q2,2321.0200,1205.3380,539.8690,,124.2230,145.3960,0.0000,85.6550,110.9790,285.4430,729.2920,,1246.9170,104.2640,490.8640,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19890630,1989,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1989Q2,1989Q3,2400.4710,1319.4890,706.7170,,125.5720,66.6080,0.0000,149.9110,183.2530,310.9420,650.1930,,1248.2120,103.4870,466.8400,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19890930,1989,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1989Q3,1989Q4,2743.8990,1485.7460,808.9500,,126.2700,56.7510,0.0000,171.6480,211.7000,334.2270,792.8240,,1383.7470,113.1460,534.6710,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19891231,1990,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1989Q4,1990Q1,2813.3340,1523.8230,907.8630,,125.2020,67.8990,0.0000,223.7570,271.5100,361.9360,749.0300,,1493.3830,106.3110,553.4160,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19900331,1990,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1990Q1,1990Q2,2775.6700,1550.8940,995.8390,,123.2700,19.9730,0.0000,199.1720,243.4630,368.2740,658.7730,,1346.2020,115.2350,537.4400,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19900630,1990,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1990Q2,1990Q3,2889.5360,1506.8470,1043.7770,,119.6680,24.8970,0.0000,182.2410,232.0990,378.7040,705.5080,,1364.7600,124.1710,554.3310,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19900930,1990,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1990Q3,1990Q4,2975.7070,1446.8200,997.0910,,115.3590,122.6300,0.0000,140.5150,201.2990,398.1650,761.8680,,1354.0900,132.3020,561.3400,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19901231,1991,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1990Q4,1991Q1,3157.2580,1545.0730,983.7140,,114.3140,23.0000,0.0000,228.3920,275.5230,436.2520,853.4570,,1675.5060,140.0650,632.2520,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19910331,1991,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1991Q1,1991Q2,3422.1760,1814.3780,1041.2940,,118.9560,5.9980,0.0000,186.5450,232.4430,435.9000,790.9320,,1597.6780,146.4500,592.5260,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19910630,1991,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1991Q2,1991Q3,3455.4610,1666.3470,889.7440,,117.4900,156.3270,0.0000,135.2020,188.6360,445.1360,767.0950,,1528.6040,151.6280,565.0480,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19910930,1991,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1991Q3,1991Q4,3493.5970,1766.6760,892.7190,,118.3860,148.5660,0.0000,121.2530,179.2230,447.9780,907.1590,,1507.0610,144.9030,533.5130,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19911231,1992,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1991Q4,1992Q1,3745.4640,1922.7680,988.4980,,118.4900,45.7360,0.0000,262.6540,312.4150,456.1300,973.4970,,1862.6120,131.0650,550.6270,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19920331,1992,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1992Q1,1992Q2,3940.8740,2086.9500,1335.8550,,120.1640,136.2620,0.0000,210.4050,260.6730,457.9080,873.3190,,1716.0250,135.9150,545.1240,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19920630,1992,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1992Q2,1992Q3,4121.1520,2121.3950,1475.5630,,118.5860,180.2040,0.0000,201.0610,258.1880,467.9010,956.6290,,1740.1710,156.6090,570.2660,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19920930,1992,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1992Q3,1992Q4,4223.6910,2187.3700,1435.5000,,118.4790,184.4610,0.0000,131.6880,191.7140,462.2210,1087.1850,,1767.7340,178.5460,623.3800,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19921231,1993,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1992Q4,1993Q1,4494.6050,2282.7980,1445.8660,,117.8410,190.5870,0.0000,240.7850,280.1860,639.3330,1198.7380,,2000.2920,160.2820,570.1400,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19930331,1993,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1993Q1,1993Q2,4470.0860,2286.2100,1079.3770,,116.5950,59.9210,0.0000,169.0660,211.9080,650.3130,1285.7430,,1973.8940,166.0070,591.6970,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19930630,1993,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1993Q2,1993Q3,4767.9800,2020.4690,856.8110,,115.6140,308.1790,0.0000,14.1900,55.5830,659.5200,1265.3590,,1861.9790,174.1690,591.8140,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19930930,1993,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1993Q3,1993Q4,5171.4100,2026.3780,892.3030,,116.1470,823.1820,0.0000,7.1530,49.6300,659.5460,1381.9460,,2140.7890,164.1060,543.2750,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19931231,1994,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1993Q4,1994Q1,5042.4380,2053.2590,1122.7750,,116.4950,752.2570,0.0000,64.7070,107.3130,642.3360,1247.9540,,2468.8540,152.6120,527.3170,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19940331,1994,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1994Q1,1994Q2,5285.8830,2109.0890,1105.9890,,118.1400,490.6630,304.9350,34.7350,72.7890,676.7180,1343.1920,,2076.7000,134.1420,464.3290,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19940630,1994,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1994Q2,1994Q3,5123.4100,2245.1150,1228.2940,,118.3330,515.6080,304.8150,105.5660,147.2440,664.9820,1277.0830,,2149.9080,135.4390,468.3060,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19940930,1994,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1994Q3,1994Q4,5302.7420,2383.3010,1257.8560,,119.5430,292.2000,304.4720,190.4110,236.0310,667.1000,1581.3470,,2493.2860,142.1100,488.4620,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19941231,1995,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1994Q4,1995Q1,5533.0000,2562.0000,1587.0000,,119.8900,209.0000,304.0000,267.0000,305.0000,661.0000,1599.0000,,2832.0000,132.0000,547.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
001690,19950331,1995,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,1995Q1,1995Q2,6050.0000,2714.0000,1986.0000,,121.0930,627.0000,304.0000,166.0000,195.0000,663.0000,1633.0000,,2652.0000,143.0000,529.0000,14,A,"Apple Inc. designs, manufactures, and markets mobile communication and media devices, personal computers, and portable digital music players to consumers, small and mid-sized businesses, and education, enterprise, and government customers worldwide.",Cupertino,334220,3663
